,Full path,Coordinates
1416,.\DataBase\Runway 6\01741.jpg,"['146', '172', '167', '158', '118', '121', '92', '92']"
1417,.\DataBase\Runway 6\01742.jpg,"['147', '172', '166', '157', '117', '123', '92', '93']"
1418,.\DataBase\Runway 6\01743.jpg,"['147', '173', '166', '157', '117', '123', '92', '92']"
1419,.\DataBase\Runway 6\01744.jpg,"['146', '172', '167', '157', '117', '122', '92', '92']"
1420,.\DataBase\Runway 6\01745.jpg,"['147', '172', '167', '157', '117', '123', '92', '93']"
1421,.\DataBase\Runway 6\01746.jpg,"['146', '172', '167', '157', '117', '122', '92', '92']"
1422,.\DataBase\Runway 6\01747.jpg,"['147', '172', '167', '156', '117', '122', '92', '92']"
1423,.\DataBase\Runway 6\01748.jpg,"['146', '173', '166', '157', '117', '122', '91', '91']"
1424,.\DataBase\Runway 6\01749.jpg,"['147', '173', '166', '156', '117', '122', '92', '91']"
1425,.\DataBase\Runway 6\01750.jpg,"['146', '172', '166', '155', '118', '121', '92', '91']"
1426,.\DataBase\Runway 6\01751.jpg,"['146', '172', '166', '157', '117', '122', '91', '91']"
1427,.\DataBase\Runway 6\01752.jpg,"['145', '171', '165', '156', '117', '120', '91', '91']"
1428,.\DataBase\Runway 6\01753.jpg,"['144', '172', '166', '156', '117', '122', '92', '92']"
1429,.\DataBase\Runway 6\01754.jpg,"['145', '172', '165', '156', '118', '121', '91', '92']"
1430,.\DataBase\Runway 6\01755.jpg,"['145', '171', '165', '156', '117', '121', '91', '91']"
1431,.\DataBase\Runway 6\01756.jpg,"['145', '172', '165', '156', '118', '122', '91', '90']"
1432,.\DataBase\Runway 6\01757.jpg,"['145', '172', '165', '156', '118', '121', '90', '90']"
1433,.\DataBase\Runway 6\01758.jpg,"['144', '172', '165', '155', '117', '121', '91', '90']"
1434,.\DataBase\Runway 6\01759.jpg,"['144', '171', '165', '155', '117', '120', '92', '91']"
1435,.\DataBase\Runway 6\01760.jpg,"['144', '171', '164', '155', '118', '121', '91', '90']"
1436,.\DataBase\Runway 6\01761.jpg,"['144', '171', '164', '154', '116', '120', '90', '90']"
1437,.\DataBase\Runway 6\01762.jpg,"['144', '172', '164', '155', '117', '122', '91', '91']"
1438,.\DataBase\Runway 6\01763.jpg,"['144', '171', '164', '155', '117', '121', '90', '90']"
1439,.\DataBase\Runway 6\01764.jpg,"['144', '170', '164', '154', '114', '121', '90', '91']"
1440,.\DataBase\Runway 6\01765.jpg,"['144', '170', '164', '154', '116', '120', '90', '90']"
1441,.\DataBase\Runway 6\01766.jpg,"['143', '170', '164', '154', '115', '120', '90', '91']"
1442,.\DataBase\Runway 6\01767.jpg,"['143', '170', '164', '154', '115', '121', '90', '90']"
1443,.\DataBase\Runway 6\01768.jpg,"['143', '170', '163', '154', '117', '121', '90', '90']"
1444,.\DataBase\Runway 6\01769.jpg,"['142', '169', '163', '154', '115', '120', '89', '89']"
1445,.\DataBase\Runway 6\01770.jpg,"['143', '170', '163', '154', '116', '120', '90', '90']"
1446,.\DataBase\Runway 6\01771.jpg,"['143', '169', '163', '153', '114', '119', '89', '89']"
1447,.\DataBase\Runway 6\01772.jpg,"['142', '169', '163', '153', '115', '120', '90', '90']"
1448,.\DataBase\Runway 6\01773.jpg,"['142', '170', '163', '153', '116', '120', '89', '89']"
1449,.\DataBase\Runway 6\01774.jpg,"['142', '170', '162', '153', '116', '119', '90', '89']"
1450,.\DataBase\Runway 6\01775.jpg,"['141', '168', '162', '153', '115', '119', '90', '89']"
1451,.\DataBase\Runway 6\01776.jpg,"['141', '169', '163', '153', '116', '120', '89', '89']"
1452,.\DataBase\Runway 6\01777.jpg,"['142', '169', '162', '153', '115', '119', '89', '89']"
1453,.\DataBase\Runway 6\01778.jpg,"['141', '168', '162', '153', '116', '120', '89', '90']"
1454,.\DataBase\Runway 6\01779.jpg,"['140', '170', '162', '152', '117', '121', '90', '90']"
1455,.\DataBase\Runway 6\01780.jpg,"['142', '169', '162', '153', '116', '119', '89', '89']"
1456,.\DataBase\Runway 6\01781.jpg,"['141', '169', '162', '153', '116', '120', '89', '89']"
1457,.\DataBase\Runway 6\01782.jpg,"['141', '169', '161', '153', '116', '121', '89', '89']"
1458,.\DataBase\Runway 6\01783.jpg,"['141', '169', '162', '152', '117', '120', '90', '90']"
1459,.\DataBase\Runway 6\01784.jpg,"['141', '169', '162', '152', '116', '121', '90', '89']"
1460,.\DataBase\Runway 6\01785.jpg,"['141', '169', '162', '152', '118', '121', '90', '90']"
1461,.\DataBase\Runway 6\01786.jpg,"['141', '168', '162', '152', '116', '120', '90', '91']"
1462,.\DataBase\Runway 6\01787.jpg,"['141', '168', '161', '152', '115', '120', '90', '90']"
1463,.\DataBase\Runway 6\01788.jpg,"['141', '169', '162', '152', '117', '121', '90', '90']"
1464,.\DataBase\Runway 6\01789.jpg,"['140', '169', '162', '153', '117', '122', '91', '90']"
1465,.\DataBase\Runway 6\01790.jpg,"['140', '169', '163', '153', '116', '121', '90', '90']"
1466,.\DataBase\Runway 6\01791.jpg,"['140', '169', '163', '153', '116', '120', '90', '90']"
1467,.\DataBase\Runway 6\01792.jpg,"['141', '171', '163', '153', '115', '121', '89', '89']"
1468,.\DataBase\Runway 6\01793.jpg,"['142', '170', '163', '153', '117', '121', '89', '90']"
1469,.\DataBase\Runway 6\01794.jpg,"['140', '170', '163', '153', '118', '122', '90', '90']"
1470,.\DataBase\Runway 6\01795.jpg,"['141', '170', '163', '154', '118', '121', '89', '90']"
1471,.\DataBase\Runway 6\01796.jpg,"['141', '170', '164', '153', '118', '121', '90', '90']"
1472,.\DataBase\Runway 6\01797.jpg,"['140', '170', '163', '154', '118', '121', '89', '89']"
1473,.\DataBase\Runway 6\01798.jpg,"['141', '171', '164', '154', '118', '120', '89', '89']"
1474,.\DataBase\Runway 6\01799.jpg,"['140', '170', '164', '154', '119', '120', '90', '90']"
1475,.\DataBase\Runway 6\01800.jpg,"['141', '171', '164', '154', '119', '120', '89', '89']"
1476,.\DataBase\Runway 6\01801.jpg,"['140', '170', '164', '156', '119', '121', '89', '89']"
1477,.\DataBase\Runway 6\01802.jpg,"['141', '172', '164', '155', '120', '122', '90', '89']"
1478,.\DataBase\Runway 6\01803.jpg,"['142', '172', '164', '156', '119', '121', '90', '89']"
1479,.\DataBase\Runway 6\01804.jpg,"['142', '172', '165', '156', '117', '122', '90', '89']"
1480,.\DataBase\Runway 6\01805.jpg,"['143', '172', '166', '156', '119', '121', '90', '90']"
1481,.\DataBase\Runway 6\01806.jpg,"['144', '173', '165', '156', '118', '122', '90', '89']"
1482,.\DataBase\Runway 6\01807.jpg,"['145', '174', '165', '156', '118', '122', '91', '90']"
1483,.\DataBase\Runway 6\01808.jpg,"['145', '175', '166', '156', '119', '124', '91', '90']"
1484,.\DataBase\Runway 6\01809.jpg,"['146', '174', '167', '157', '117', '123', '92', '92']"
1485,.\DataBase\Runway 6\01810.jpg,"['146', '175', '167', '157', '117', '124', '91', '92']"
1486,.\DataBase\Runway 6\01811.jpg,"['146', '175', '166', '157', '119', '124', '92', '92']"
1487,.\DataBase\Runway 6\01812.jpg,"['146', '175', '167', '158', '118', '123', '92', '92']"
1488,.\DataBase\Runway 6\01813.jpg,"['147', '176', '167', '158', '118', '125', '93', '93']"
1489,.\DataBase\Runway 6\01814.jpg,"['147', '176', '167', '157', '119', '125', '93', '93']"
1490,.\DataBase\Runway 6\01815.jpg,"['147', '176', '167', '158', '120', '125', '93', '93']"
1491,.\DataBase\Runway 6\01816.jpg,"['147', '176', '168', '158', '119', '125', '94', '94']"
1492,.\DataBase\Runway 6\01817.jpg,"['147', '178', '168', '158', '120', '126', '93', '94']"
1493,.\DataBase\Runway 6\01818.jpg,"['147', '177', '168', '158', '121', '126', '94', '94']"
1494,.\DataBase\Runway 6\01819.jpg,"['148', '177', '168', '158', '121', '126', '94', '95']"
1495,.\DataBase\Runway 6\01820.jpg,"['148', '178', '168', '158', '120', '126', '95', '95']"
1496,.\DataBase\Runway 6\01821.jpg,"['148', '178', '168', '158', '121', '127', '95', '94']"
1497,.\DataBase\Runway 6\01822.jpg,"['148', '179', '168', '158', '121', '127', '95', '95']"
1498,.\DataBase\Runway 6\01823.jpg,"['148', '179', '168', '159', '121', '128', '94', '95']"
1499,.\DataBase\Runway 6\01824.jpg,"['149', '179', '168', '159', '121', '126', '95', '95']"
1500,.\DataBase\Runway 6\01825.jpg,"['148', '178', '168', '158', '121', '127', '96', '95']"
1501,.\DataBase\Runway 6\01826.jpg,"['148', '178', '168', '159', '121', '126', '96', '96']"
1502,.\DataBase\Runway 6\01827.jpg,"['149', '179', '169', '159', '123', '127', '95', '96']"
1503,.\DataBase\Runway 6\01828.jpg,"['148', '178', '168', '158', '122', '127', '95', '96']"
1504,.\DataBase\Runway 6\01829.jpg,"['148', '178', '168', '158', '123', '127', '96', '96']"
1505,.\DataBase\Runway 6\01830.jpg,"['149', '179', '168', '159', '123', '128', '96', '96']"
1506,.\DataBase\Runway 6\01831.jpg,"['149', '179', '168', '158', '122', '127', '96', '96']"
1507,.\DataBase\Runway 6\01832.jpg,"['148', '179', '168', '158', '122', '128', '96', '97']"
1508,.\DataBase\Runway 6\01833.jpg,"['148', '179', '168', '158', '123', '128', '96', '96']"
1509,.\DataBase\Runway 6\01834.jpg,"['148', '178', '168', '159', '123', '128', '96', '97']"
1510,.\DataBase\Runway 6\01835.jpg,"['148', '178', '168', '158', '124', '128', '97', '97']"
1511,.\DataBase\Runway 6\01836.jpg,"['147', '178', '168', '158', '126', '128', '97', '97']"
1512,.\DataBase\Runway 6\01837.jpg,"['147', '178', '168', '158', '125', '127', '96', '97']"
1513,.\DataBase\Runway 6\01838.jpg,"['148', '178', '168', '158', '125', '129', '97', '97']"
1514,.\DataBase\Runway 6\01839.jpg,"['147', '179', '167', '157', '125', '130', '97', '97']"
1515,.\DataBase\Runway 6\01840.jpg,"['147', '178', '167', '157', '124', '129', '97', '98']"
1516,.\DataBase\Runway 6\01841.jpg,"['146', '177', '167', '157', '126', '130', '98', '98']"
1517,.\DataBase\Runway 6\01842.jpg,"['147', '177', '167', '157', '126', '130', '98', '98']"
1518,.\DataBase\Runway 6\01843.jpg,"['147', '178', '167', '157', '126', '131', '98', '98']"
1519,.\DataBase\Runway 6\01844.jpg,"['146', '177', '167', '158', '126', '131', '98', '98']"
1520,.\DataBase\Runway 6\01845.jpg,"['146', '178', '166', '157', '126', '133', '99', '99']"
1521,.\DataBase\Runway 6\01846.jpg,"['146', '178', '167', '158', '126', '133', '100', '99']"
1522,.\DataBase\Runway 6\01847.jpg,"['145', '177', '166', '156', '127', '132', '100', '100']"
1523,.\DataBase\Runway 6\01848.jpg,"['146', '177', '167', '157', '127', '133', '101', '100']"
1524,.\DataBase\Runway 6\01849.jpg,"['146', '178', '166', '157', '128', '133', '101', '101']"
1525,.\DataBase\Runway 6\01850.jpg,"['146', '177', '166', '157', '129', '134', '101', '101']"
1526,.\DataBase\Runway 6\01851.jpg,"['145', '177', '166', '156', '130', '135', '102', '102']"
1527,.\DataBase\Runway 6\01852.jpg,"['145', '177', '167', '156', '130', '135', '103', '104']"
1528,.\DataBase\Runway 6\01853.jpg,"['145', '177', '167', '156', '131', '136', '103', '103']"
1529,.\DataBase\Runway 6\01854.jpg,"['145', '177', '166', '156', '131', '136', '103', '103']"
1530,.\DataBase\Runway 6\01855.jpg,"['146', '177', '166', '157', '130', '136', '103', '104']"
1531,.\DataBase\Runway 6\01856.jpg,"['146', '177', '166', '156', '132', '137', '103', '104']"
1532,.\DataBase\Runway 6\01857.jpg,"['145', '177', '167', '157', '132', '137', '104', '104']"
1533,.\DataBase\Runway 6\01858.jpg,"['145', '178', '167', '156', '132', '137', '105', '105']"
1534,.\DataBase\Runway 6\01859.jpg,"['146', '178', '166', '157', '132', '138', '105', '104']"
1535,.\DataBase\Runway 6\01860.jpg,"['145', '178', '166', '156', '133', '138', '105', '106']"
1536,.\DataBase\Runway 6\01861.jpg,"['145', '178', '167', '156', '133', '139', '106', '106']"
1537,.\DataBase\Runway 6\01862.jpg,"['145', '178', '166', '157', '134', '139', '105', '105']"
1538,.\DataBase\Runway 6\01863.jpg,"['145', '178', '166', '156', '135', '138', '104', '106']"
1539,.\DataBase\Runway 6\01864.jpg,"['145', '179', '166', '157', '134', '139', '105', '106']"
1540,.\DataBase\Runway 6\01865.jpg,"['145', '179', '167', '157', '134', '139', '106', '106']"
1541,.\DataBase\Runway 6\01866.jpg,"['145', '179', '166', '157', '134', '139', '106', '106']"
1542,.\DataBase\Runway 6\01867.jpg,"['146', '180', '167', '157', '135', '140', '106', '106']"
1543,.\DataBase\Runway 6\01868.jpg,"['146', '179', '167', '158', '135', '139', '106', '106']"
1544,.\DataBase\Runway 6\01869.jpg,"['146', '180', '167', '158', '135', '140', '106', '106']"
1545,.\DataBase\Runway 6\01870.jpg,"['146', '180', '166', '159', '134', '140', '105', '105']"
1546,.\DataBase\Runway 6\01871.jpg,"['146', '180', '167', '158', '135', '140', '106', '105']"
1547,.\DataBase\Runway 6\01872.jpg,"['147', '180', '167', '158', '135', '140', '105', '105']"
1548,.\DataBase\Runway 6\01873.jpg,"['147', '180', '168', '160', '135', '140', '106', '105']"
1549,.\DataBase\Runway 6\01874.jpg,"['147', '181', '168', '159', '135', '139', '106', '106']"
1550,.\DataBase\Runway 6\01875.jpg,"['147', '180', '168', '159', '135', '140', '105', '105']"
1551,.\DataBase\Runway 6\01876.jpg,"['146', '181', '169', '159', '135', '140', '106', '105']"
1552,.\DataBase\Runway 6\01877.jpg,"['147', '180', '170', '159', '135', '140', '106', '106']"
1553,.\DataBase\Runway 6\01878.jpg,"['147', '182', '169', '160', '134', '140', '105', '105']"
1554,.\DataBase\Runway 6\01879.jpg,"['147', '182', '170', '159', '134', '140', '105', '105']"
1555,.\DataBase\Runway 6\01880.jpg,"['147', '183', '170', '159', '134', '139', '105', '105']"
1556,.\DataBase\Runway 6\01881.jpg,"['147', '182', '170', '160', '134', '139', '105', '104']"
1557,.\DataBase\Runway 6\01882.jpg,"['147', '182', '170', '160', '133', '139', '104', '104']"
1558,.\DataBase\Runway 6\01883.jpg,"['148', '183', '171', '161', '133', '138', '103', '103']"
1559,.\DataBase\Runway 6\01884.jpg,"['149', '182', '170', '160', '133', '138', '104', '104']"
1560,.\DataBase\Runway 6\01885.jpg,"['146', '182', '170', '160', '134', '138', '104', '104']"
1561,.\DataBase\Runway 6\01886.jpg,"['146', '182', '171', '160', '134', '138', '103', '103']"
1562,.\DataBase\Runway 6\01887.jpg,"['147', '182', '170', '160', '135', '138', '103', '103']"
1563,.\DataBase\Runway 6\01888.jpg,"['145', '182', '171', '160', '135', '137', '102', '102']"
1564,.\DataBase\Runway 6\01889.jpg,"['145', '182', '170', '160', '134', '136', '103', '102']"
1565,.\DataBase\Runway 6\01890.jpg,"['146', '182', '171', '161', '135', '137', '102', '101']"
1566,.\DataBase\Runway 6\01891.jpg,"['145', '182', '170', '160', '133', '136', '101', '101']"
1567,.\DataBase\Runway 6\01892.jpg,"['146', '182', '170', '160', '132', '136', '100', '100']"
1568,.\DataBase\Runway 6\01893.jpg,"['146', '181', '170', '160', '130', '136', '100', '99']"
1569,.\DataBase\Runway 6\01894.jpg,"['147', '181', '170', '160', '129', '135', '99', '100']"
1570,.\DataBase\Runway 6\01895.jpg,"['146', '182', '170', '161', '128', '135', '101', '100']"
1571,.\DataBase\Runway 6\01896.jpg,"['146', '181', '170', '160', '127', '134', '99', '99']"
1572,.\DataBase\Runway 6\01897.jpg,"['146', '181', '170', '160', '127', '134', '99', '98']"
1573,.\DataBase\Runway 6\01898.jpg,"['146', '180', '169', '159', '127', '134', '98', '98']"
1574,.\DataBase\Runway 6\01899.jpg,"['146', '181', '169', '159', '127', '134', '98', '97']"
1575,.\DataBase\Runway 6\01900.jpg,"['145', '181', '169', '159', '127', '133', '98', '98']"
1576,.\DataBase\Runway 6\01901.jpg,"['145', '181', '169', '159', '127', '133', '97', '97']"
1577,.\DataBase\Runway 6\01902.jpg,"['145', '181', '170', '160', '127', '132', '98', '98']"
1578,.\DataBase\Runway 6\01903.jpg,"['145', '180', '169', '159', '127', '132', '97', '98']"
1579,.\DataBase\Runway 6\01904.jpg,"['145', '181', '169', '159', '126', '133', '97', '98']"
1580,.\DataBase\Runway 6\01905.jpg,"['144', '180', '169', '159', '127', '133', '97', '97']"
1581,.\DataBase\Runway 6\01906.jpg,"['144', '180', '169', '159', '127', '133', '98', '98']"
1582,.\DataBase\Runway 6\01907.jpg,"['144', '181', '169', '158', '127', '133', '98', '98']"
1583,.\DataBase\Runway 6\01908.jpg,"['144', '181', '169', '159', '128', '134', '98', '98']"
1584,.\DataBase\Runway 6\01909.jpg,"['144', '181', '168', '159', '127', '134', '98', '98']"
1585,.\DataBase\Runway 6\01910.jpg,"['144', '180', '169', '158', '127', '134', '98', '98']"
1586,.\DataBase\Runway 6\01911.jpg,"['145', '181', '169', '158', '128', '135', '99', '99']"
1587,.\DataBase\Runway 6\01912.jpg,"['144', '181', '169', '159', '128', '135', '98', '99']"
1588,.\DataBase\Runway 6\01913.jpg,"['145', '181', '170', '159', '128', '135', '99', '99']"
1589,.\DataBase\Runway 6\01914.jpg,"['144', '179', '169', '159', '129', '135', '98', '99']"
1590,.\DataBase\Runway 6\01915.jpg,"['144', '180', '170', '160', '129', '135', '100', '100']"
1591,.\DataBase\Runway 6\01916.jpg,"['144', '180', '170', '160', '128', '136', '100', '99']"
1592,.\DataBase\Runway 6\01917.jpg,"['144', '181', '170', '161', '130', '136', '100', '100']"
1593,.\DataBase\Runway 6\01918.jpg,"['145', '181', '171', '160', '130', '136', '100', '100']"
1594,.\DataBase\Runway 6\01919.jpg,"['144', '181', '170', '159', '130', '135', '100', '100']"
1595,.\DataBase\Runway 6\01920.jpg,"['145', '181', '171', '160', '130', '137', '100', '100']"
1596,.\DataBase\Runway 6\01921.jpg,"['145', '182', '171', '160', '130', '137', '100', '100']"
1597,.\DataBase\Runway 6\01922.jpg,"['145', '181', '171', '160', '129', '137', '101', '100']"
1598,.\DataBase\Runway 6\01923.jpg,"['144', '182', '172', '161', '129', '138', '100', '100']"
1599,.\DataBase\Runway 6\01924.jpg,"['145', '181', '172', '162', '129', '137', '100', '100']"
1600,.\DataBase\Runway 6\01925.jpg,"['144', '181', '172', '162', '130', '137', '100', '100']"
1601,.\DataBase\Runway 6\01926.jpg,"['144', '182', '172', '162', '128', '137', '99', '99']"
1602,.\DataBase\Runway 6\01927.jpg,"['144', '182', '173', '163', '128', '137', '100', '100']"
1603,.\DataBase\Runway 6\01928.jpg,"['145', '182', '173', '162', '128', '136', '99', '99']"
1604,.\DataBase\Runway 6\01929.jpg,"['145', '182', '174', '163', '128', '136', '99', '99']"
1605,.\DataBase\Runway 6\01930.jpg,"['145', '182', '173', '162', '128', '136', '99', '99']"
1606,.\DataBase\Runway 6\01931.jpg,"['144', '182', '173', '163', '127', '135', '99', '99']"
1607,.\DataBase\Runway 6\01932.jpg,"['144', '182', '174', '163', '127', '136', '99', '99']"
1608,.\DataBase\Runway 6\01933.jpg,"['144', '183', '174', '163', '127', '137', '98', '98']"
1609,.\DataBase\Runway 6\01934.jpg,"['144', '183', '174', '164', '128', '135', '99', '98']"
1610,.\DataBase\Runway 6\01935.jpg,"['144', '183', '174', '164', '126', '137', '98', '98']"
1611,.\DataBase\Runway 6\01936.jpg,"['146', '183', '174', '164', '127', '136', '98', '98']"
1612,.\DataBase\Runway 6\01937.jpg,"['146', '183', '175', '165', '127', '136', '98', '97']"
1613,.\DataBase\Runway 6\01938.jpg,"['145', '183', '176', '165', '126', '137', '98', '97']"
1614,.\DataBase\Runway 6\01939.jpg,"['144', '183', '175', '164', '126', '136', '99', '98']"
1615,.\DataBase\Runway 6\01940.jpg,"['145', '184', '175', '165', '126', '136', '98', '97']"
1616,.\DataBase\Runway 6\01941.jpg,"['146', '184', '175', '165', '127', '136', '98', '97']"
1617,.\DataBase\Runway 6\01942.jpg,"['146', '184', '176', '165', '128', '136', '98', '97']"
1618,.\DataBase\Runway 6\01943.jpg,"['146', '185', '175', '166', '127', '136', '98', '97']"
1619,.\DataBase\Runway 6\01944.jpg,"['146', '184', '176', '165', '128', '135', '96', '96']"
1620,.\DataBase\Runway 6\01945.jpg,"['147', '185', '176', '166', '127', '136', '97', '96']"
1621,.\DataBase\Runway 6\01946.jpg,"['147', '186', '176', '165', '127', '137', '98', '96']"
1622,.\DataBase\Runway 6\01947.jpg,"['147', '184', '177', '166', '127', '136', '98', '96']"
1623,.\DataBase\Runway 6\01948.jpg,"['146', '185', '177', '165', '127', '136', '98', '96']"
1624,.\DataBase\Runway 6\01949.jpg,"['147', '185', '177', '166', '128', '136', '98', '96']"
1625,.\DataBase\Runway 6\01950.jpg,"['146', '186', '177', '167', '127', '137', '97', '96']"
1626,.\DataBase\Runway 6\01951.jpg,"['147', '186', '176', '166', '128', '137', '97', '97']"
1627,.\DataBase\Runway 6\01952.jpg,"['147', '186', '177', '167', '127', '136', '97', '97']"
1628,.\DataBase\Runway 6\01953.jpg,"['147', '186', '177', '168', '127', '135', '97', '96']"
1629,.\DataBase\Runway 6\01954.jpg,"['147', '186', '178', '168', '127', '136', '97', '96']"
1630,.\DataBase\Runway 6\01955.jpg,"['148', '187', '178', '167', '128', '137', '97', '97']"
1631,.\DataBase\Runway 6\01956.jpg,"['148', '187', '178', '168', '128', '137', '99', '97']"
1632,.\DataBase\Runway 6\01957.jpg,"['148', '188', '178', '169', '128', '137', '98', '97']"
1633,.\DataBase\Runway 6\01958.jpg,"['148', '188', '179', '168', '127', '136', '99', '98']"
1634,.\DataBase\Runway 6\01959.jpg,"['149', '189', '179', '168', '128', '139', '98', '98']"
1635,.\DataBase\Runway 6\01960.jpg,"['150', '189', '179', '169', '128', '138', '98', '98']"
1636,.\DataBase\Runway 6\01961.jpg,"['149', '189', '179', '168', '129', '138', '98', '98']"
1637,.\DataBase\Runway 6\01962.jpg,"['148', '189', '179', '168', '130', '138', '99', '99']"
1638,.\DataBase\Runway 6\01963.jpg,"['149', '189', '180', '168', '129', '138', '99', '99']"
1639,.\DataBase\Runway 6\01964.jpg,"['150', '190', '181', '169', '130', '139', '99', '100']"
1640,.\DataBase\Runway 6\01965.jpg,"['149', '191', '180', '169', '130', '139', '100', '100']"
1641,.\DataBase\Runway 6\01966.jpg,"['150', '190', '180', '170', '131', '139', '101', '100']"
1642,.\DataBase\Runway 6\01967.jpg,"['150', '191', '181', '169', '131', '139', '101', '101']"
1643,.\DataBase\Runway 6\01968.jpg,"['151', '192', '181', '169', '131', '141', '101', '101']"
1644,.\DataBase\Runway 6\01969.jpg,"['150', '191', '181', '171', '132', '140', '102', '101']"
1645,.\DataBase\Runway 6\01970.jpg,"['151', '191', '180', '170', '133', '142', '101', '101']"
1646,.\DataBase\Runway 6\01971.jpg,"['151', '191', '181', '170', '132', '141', '102', '101']"
1647,.\DataBase\Runway 6\01972.jpg,"['150', '192', '182', '170', '133', '142', '102', '101']"
1648,.\DataBase\Runway 6\01973.jpg,"['151', '192', '182', '171', '133', '142', '103', '103']"
1649,.\DataBase\Runway 6\01974.jpg,"['151', '192', '182', '170', '134', '143', '103', '103']"
1650,.\DataBase\Runway 6\01975.jpg,"['152', '193', '181', '172', '134', '144', '103', '103']"
1651,.\DataBase\Runway 6\01976.jpg,"['152', '194', '182', '170', '135', '144', '104', '104']"
1652,.\DataBase\Runway 6\01977.jpg,"['151', '193', '182', '172', '136', '144', '105', '104']"
1653,.\DataBase\Runway 6\01978.jpg,"['151', '194', '182', '172', '136', '144', '104', '104']"
1654,.\DataBase\Runway 6\01979.jpg,"['151', '194', '182', '172', '136', '144', '106', '105']"
1655,.\DataBase\Runway 6\01980.jpg,"['152', '195', '182', '171', '136', '146', '105', '105']"
1656,.\DataBase\Runway 6\01981.jpg,"['152', '194', '183', '172', '136', '146', '106', '105']"
1657,.\DataBase\Runway 6\01982.jpg,"['151', '195', '183', '172', '137', '147', '106', '106']"
1658,.\DataBase\Runway 6\01983.jpg,"['153', '196', '183', '171', '138', '148', '107', '107']"
1659,.\DataBase\Runway 6\01984.jpg,"['152', '195', '183', '172', '138', '147', '107', '105']"
1660,.\DataBase\Runway 6\01985.jpg,"['153', '195', '182', '173', '139', '148', '107', '106']"
1661,.\DataBase\Runway 6\01986.jpg,"['152', '197', '184', '173', '140', '149', '109', '107']"
1662,.\DataBase\Runway 6\01987.jpg,"['152', '196', '182', '174', '139', '150', '108', '107']"
1663,.\DataBase\Runway 6\01988.jpg,"['151', '195', '183', '172', '140', '149', '108', '108']"
1664,.\DataBase\Runway 6\01989.jpg,"['151', '195', '183', '172', '141', '149', '108', '108']"
1665,.\DataBase\Runway 6\01990.jpg,"['152', '195', '182', '171', '140', '150', '109', '109']"
1666,.\DataBase\Runway 6\01991.jpg,"['152', '196', '183', '171', '140', '151', '109', '109']"
1667,.\DataBase\Runway 6\01992.jpg,"['151', '195', '183', '172', '141', '151', '109', '109']"
1668,.\DataBase\Runway 6\01993.jpg,"['152', '196', '183', '173', '141', '151', '110', '109']"
1669,.\DataBase\Runway 6\01994.jpg,"['152', '196', '183', '173', '142', '151', '110', '110']"
1670,.\DataBase\Runway 6\01995.jpg,"['151', '196', '182', '172', '142', '151', '110', '110']"
1671,.\DataBase\Runway 6\01996.jpg,"['151', '197', '183', '173', '142', '153', '110', '110']"
1672,.\DataBase\Runway 6\01997.jpg,"['151', '197', '183', '172', '142', '152', '110', '110']"
1673,.\DataBase\Runway 6\01998.jpg,"['150', '196', '182', '171', '143', '152', '111', '111']"
1674,.\DataBase\Runway 6\01999.jpg,"['151', '195', '183', '172', '143', '152', '111', '110']"
